prep,prophylaxis,truvada,descovy,apretude,Dates,United States,NY,NY-New York City,DC,DC-Washington,WI,WI-Madison,United Kingdom,IL,IL-Chicago,MN,CA,NC,VA,Pakistan,Romania,The Netherlands,OH,CA-San Diego,Ukraine,GA,GA-Atlanta,India,MS,Singapore,CA-Los Angeles,ID,FL,OR,OR-Portland,PA,PA-Philadelphia,Jordan,MA,MA-Boston,HI,HI-Honolulu,Sweden,CO,Ghana,TN,TN-Nashville,WA,WA-Seattle,South Africa,MD,NV,NV-Las Vegas,Austria,Estonia,VA-Arlington,NJ,Australia,Mexico,Canada,LA,LA-New Orleans,IN,IN-Indianapolis,CA-Sacramento,ID-Boise,NY-Buffalo,CA-Oakland,CO-Denver,Kenya,MO,Switzerland,Germany,Indonesia,TX,TX-Dallas,NV-Reno,NM,NM-Albuquerque,AZ,AZ-Phoenix,TX-San Antonio,Philippines,Norway,RI,IA,Gibraltar,MD-Baltimore,MI,MI-Detroit,OH-Cleveland,NH,LA-Baton Rouge,AZ-Tucson,Italy,CT,SC,Egypt,Sri Lanka,PA-Pittsburgh,AR,AL,Rwanda,Peru,FL-Miami,Japan,Malaysia,FL-Orlando,Nigeria,NC-Charlotte,CA-San Jose,Spain,Bangladesh,MN-Minneapolis,TX-Houston,NC-Durham,TX-Austin,France,Thailand,WI-Milwaukee,Armenia,CA-Anaheim,New Zealand,Portugal,Cambodia,Venezuela,Ireland,VT,VA-Richmond,OH-Cincinnati,Malawi,AZ-Glendale,Lebanon,Panama,Madagascar,Uganda,Belgium,KY,AK,AK-Anchorage,KS,AZ-Mesa,China,South Korea,FL-Tampa,IN-Fort Wayne,Botswana,Jamaica,Ethiopia,WV,Netherlands,NE,NE-Omaha,UT,NC-Greensboro,Argentina,United Arab Emirates,Cameroon,Kuwait,CA-Santa Ana,MO-Kansas City,OH-Toledo,CA-Riverside,NJ-Newark,Slovenia,CA-Bakersfield,NC-Raleigh,Brazil,Poland,El Salvador,Kazakhstan,ND,KY-Louisville,NJ-Jersey City,CO-Colorado Springs,Zambia,Tajikistan,Israel,Chile,Puerto Rico,DE,TX-Plano,CA-San Francisco,Tunisia,Ecuador,Dominican Republic,Vietnam,Zimbabwe,AZ-Scottsdale,Denmark,OH-Columbus,Czech Republic,NE-Norfolk,Iran,Senegal,Namibia,Finland,Cyprus,TX-Lubbock,Barbados,Reunion,Mauritius,Bahrain,Turkey,Tanzania,Nepal,Saudi Arabia,Algeria,TX-Arlington,Trinidad and Tobago,KS-Wichita,Luxembourg,Seychelles,Russia,French Polynesia,CA-Irvine,AZ-Gilbert,Mali,MT,OK,OK-Oklahoma City,ME,ME-Portland,Ivory Coast,Maldives,Hong Kong,St. Lucia,Angola,Uzbekistan,Bolivia,WY,Greece,DE-Newark,WA-Spokane,Colombia,IN-Columbus,CA-Fresno,Albania,TN-Memphis,Morocco,NE-Lincoln,Saint Lucia,CA-Richmond,Taiwan,Honduras,Burkina Faso,Antarctica,Slovakia,Nicaragua,CA-Fremont,CA-Long Beach,Turks and Caicos Islands,The Bahamas,SD,VA-Virginia Beach,Palestinian Territory,Suriname,CA-Newark,AZ-Chandler,Belize,Hungary,GA-Columbus,CA-Glendale,NC-Jacksonville,NV-Henderson,Mozambique,British Virgin Islands,OK-Tulsa,TX-Fort Worth,Moldova,Afghanistan,Guyana,Guatemala,TX-Irving,Costa Rica,Antigua and Barbuda,Qatar,VA-Norfolk,Latvia,Myanmar,Lesotho,KS-Kansas City,Uruguay,Brunei,Swaziland,Georgia,TX-El Paso,Mongolia,Liberia,Anguilla,South Sudan,Guadeloupe,Haiti,Cayman Islands,Cuba,Malta,TX-Corpus Christi,Libya,Bosnia and Herzegovina,Serbia,NY-Long Beach,Croatia,The Gambia,Macedonia,Somalia,TX-Laredo,Sudan,CO-Aurora,Paraguay,Turkmenistan,Democratic Republic of Congo,Iceland,TN-Cleveland,Republic of Latvia,Iraq,Fiji,CA-Stockton,Syria,U.S. Virgin Islands,Papua New Guinea,Kosovo,MA-Lexington,CA-Chula Vista,Oman,Bulgaria,Montenegro,Republic of Lithuania,Kyrgyzstan,Eswatini,KY-Henderson,TX-Garland,South Georgia and the South Sandwich Islands,Cook Islands,IL-Aurora,NJ-Madison,Benin,CA-Lincoln,Sierra Leone,Dominica,MA-Arlington,Monaco,AL-Madison,Aruba,MS-Madison,CO-Louisville,FL-Jacksonville,Djibouti,Grenada,IN-Richmond,North Korea,Martinique
369,52,65,0,0,2018-01-27,296.0,39.0,24.0,25.0,25.0,1.0,,19.0,9.0,8.0,2.0,36.0,9.0,1.0,,,,8.0,5.0,,23.0,18.0,,,,1.0,1.0,23.0,3.0,1.0,3.0,,,4.0,3.0,35.0,35.0,,6.0,,3.0,2.0,1.0,,4.0,3.0,2.0,2.0,,,,5.0,2.0,,8.0,1.0,,1.0,,2.0,1.0,,1.0,1.0,3.0,,3.0,,,7.0,,,,,2.0,1.0,1.0,,2.0,,1.0,,2.0,1.0,,3.0,1.0,,1.0,,2.0,2.0,,,1.0,,3.0,,,3.0,,,1.0,,,1.0,,,,2.0,3.0,2.0,1.0,,,1.0,,,1.0,,,3.0,,,1.0,,,,,,1.0,,3.0,1.0,1.0,,,,,1.0,,1.0,,,1.0,,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,64,70,1,0,2018-02-03,417.0,53.0,32.0,60.0,60.0,3.0,,47.0,8.0,4.0,2.0,43.0,8.0,1.0,1.0,,,25.0,4.0,,16.0,14.0,4.0,,,,1.0,46.0,,,9.0,5.0,,8.0,6.0,42.0,41.0,2.0,5.0,,4.0,2.0,4.0,3.0,6.0,3.0,3.0,3.0,,,,11.0,59.0,,16.0,3.0,2.0,1.0,,1.0,1.0,,3.0,2.0,1.0,,9.0,1.0,1.0,9.0,2.0,,1.0,1.0,2.0,1.0,1.0,14.0,,1.0,,,1.0,5.0,1.0,1.0,2.0,,1.0,,,6.0,,,4.0,,3.0,,,1.0,,,6.0,2.0,1.0,,2.0,,1.0,1.0,3.0,1.0,1.0,,2.0,,,8.0,1.0,,,2.0,,,1.0,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,2.0,,,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
598,73,88,0,0,2018-02-10,528.0,102.0,86.0,39.0,39.0,2.0,,59.0,21.0,17.0,1.0,72.0,10.0,1.0,,,,15.0,9.0,1.0,14.0,10.0,3.0,,3.0,5.0,,30.0,1.0,,17.0,8.0,,17.0,10.0,48.0,46.0,,9.0,,6.0,4.0,8.0,8.0,12.0,14.0,3.0,1.0,,,,18.0,16.0,1.0,10.0,,,1.0,,3.0,,,,5.0,1.0,,4.0,2.0,1.0,10.0,2.0,1.0,,,4.0,2.0,1.0,5.0,,3.0,1.0,,6.0,4.0,1.0,2.0,1.0,,1.0,1.0,7.0,1.0,,,6.0,2.0,1.0,,,3.0,1.0,,3.0,,5.0,1.0,2.0,,,4.0,2.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,,4.0,,,,,,,,,1.0,1.0,,2.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,2.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
436,45,36,1,0,2018-02-17,211.0,33.0,22.0,26.0,26.0,,,23.0,10.0,7.0,,26.0,4.0,3.0,,,,2.0,1.0,,6.0,6.0,6.0,3.0,,,,6.0,1.0,,5.0,2.0,,9.0,5.0,30.0,30.0,1.0,1.0,,4.0,3.0,1.0,1.0,10.0,1.0,,,,,,5.0,4.0,,11.0,,,4.0,1.0,,,,1.0,,,2.0,14.0,,,3.0,,,,,1.0,1.0,,,,,,,,2.0,,,,,,,2.0,2.0,,,3.0,1.0,3.0,,,,1.0,,,2.0,1.0,,,,,,3.0,1.0,2.0,,,,,,,,,4.0,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,55,38,0,0,2018-02-24,234.0,18.0,13.0,22.0,22.0,,,36.0,3.0,,,35.0,4.0,2.0,,,,7.0,4.0,,15.0,14.0,,2.0,,,,21.0,,,5.0,3.0,1.0,6.0,1.0,35.0,34.0,,3.0,,7.0,1.0,4.0,4.0,7.0,2.0,1.0,,,,,11.0,3.0,2.0,25.0,3.0,,4.0,4.0,1.0,,1.0,,1.0,1.0,3.0,9.0,4.0,,1.0,,,,,3.0,1.0,,1.0,,,,,1.0,2.0,,1.0,,2.0,2.0,,1.0,2.0,,,2.0,,,,,,,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,100,20,0,0,2018-03-03,344.0,79.0,65.0,42.0,42.0,,,37.0,10.0,9.0,,44.0,6.0,1.0,,,1.0,7.0,1.0,1.0,12.0,12.0,2.0,,,4.0,,24.0,2.0,1.0,6.0,2.0,,4.0,4.0,23.0,23.0,,1.0,,3.0,,7.0,6.0,20.0,5.0,,,,1.0,,13.0,3.0,1.0,14.0,3.0,2.0,,,,,,,,3.0,9.0,4.0,1.0,,2.0,,,,,2.0,2.0,,2.0,,,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,2.0,,7.0,,,3.0,,,1.0,,1.0,,,,,2.0,4.0,,1.0,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,7.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,66,31,1,0,2018-03-10,337.0,77.0,58.0,29.0,29.0,,,44.0,2.0,2.0,,44.0,8.0,9.0,1.0,,,4.0,1.0,,23.0,23.0,,6.0,,3.0,,17.0,1.0,1.0,9.0,1.0,1.0,7.0,5.0,21.0,21.0,,1.0,,4.0,,6.0,4.0,15.0,7.0,4.0,3.0,,,2.0,9.0,3.0,,12.0,5.0,4.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,6.0,3.0,1.0,,,2.0,,,,1.0,2.0,,,1.0,4.0,2.0,,1.0,,,,,,,,4.0,,1.0,,,3.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,3.0,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,73,20,1,0,2018-03-17,276.0,49.0,41.0,26.0,26.0,,,56.0,6.0,2.0,1.0,26.0,4.0,5.0,1.0,,,12.0,2.0,1.0,14.0,13.0,,3.0,3.0,2.0,,32.0,,,17.0,1.0,1.0,3.0,,17.0,17.0,,,1.0,3.0,,2.0,2.0,9.0,6.0,2.0,2.0,,,,6.0,57.0,,8.0,,,,,,,2.0,1.0,,1.0,3.0,7.0,2.0,1.0,4.0,,,,,1.0,,2.0,2.0,,,1.0,,3.0,,,1.0,,,,2.0,2.0,,,,2.0,,4.0,,,3.0,2.0,3.0,2.0,1.0,,,1.0,,1.0,2.0,4.0,,2.0,,,,,,,,,3.0,,,2.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,36,48,0,0,2018-03-24,242.0,36.0,26.0,34.0,34.0,2.0,,31.0,7.0,4.0,2.0,27.0,6.0,,,,1.0,6.0,1.0,,7.0,7.0,,,,1.0,,20.0,,,54.0,2.0,,1.0,1.0,3.0,2.0,,1.0,,1.0,,2.0,2.0,20.0,4.0,1.0,,,5.0,,8.0,12.0,,4.0,3.0,2.0,1.0,1.0,,,2.0,,,5.0,1.0,5.0,,,2.0,,,,,,,,2.0,,,,,4.0,1.0,,2.0,,,,,1.0,,,,2.0,,3.0,,,2.0,,,1.0,,,,,,1.0,2.0,5.0,,,1.0,,,,,,,1.0,5.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,43,29,0,0,2018-03-31,233.0,35.0,23.0,24.0,24.0,1.0,,16.0,10.0,6.0,4.0,24.0,10.0,1.0,1.0,,1.0,3.0,4.0,,9.0,9.0,,,,,1.0,18.0,,,42.0,1.0,,11.0,8.0,,,1.0,1.0,1.0,2.0,,,,9.0,7.0,,,,,,3.0,17.0,1.0,6.0,2.0,2.0,1.0,1.0,,1.0,2.0,1.0,,3.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,1.0,,3.0,5.0,2.0,1.0,,,,,1.0,1.0,,,2.0,,1.0,,1.0,1.0,,2.0,,2.0,2.0,,2.0,,1.0,1.0,,,1.0,1.0,,,,4.0,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,38,19,0,0,2018-04-07,320.0,38.0,30.0,39.0,39.0,2.0,,22.0,10.0,8.0,,30.0,6.0,2.0,,,,5.0,2.0,1.0,12.0,11.0,2.0,1.0,,2.0,,35.0,,,38.0,2.0,,7.0,7.0,4.0,4.0,,3.0,2.0,9.0,3.0,3.0,2.0,7.0,8.0,1.0,,,,1.0,13.0,12.0,,5.0,1.0,,3.0,2.0,,,,,2.0,15.0,,2.0,3.0,1.0,8.0,3.0,1.0,,,2.0,1.0,,,,1.0,,,6.0,4.0,,,2.0,,,,2.0,1.0,,,3.0,,2.0,,,2.0,,,2.0,2.0,,,,,,4.0,4.0,1.0,,,1.0,,,,1.0,,,2.0,,,2.0,,,,,,,,,2.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,2.0,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,39,10,1,0,2018-04-14,276.0,48.0,36.0,79.0,79.0,1.0,,44.0,3.0,1.0,,17.0,4.0,1.0,1.0,,1.0,2.0,,1.0,4.0,4.0,1.0,,2.0,,,15.0,,,27.0,,,9.0,6.0,5.0,3.0,,1.0,,3.0,,1.0,1.0,6.0,2.0,1.0,1.0,,,,10.0,2.0,,1.0,,,,,1.0,,,1.0,1.0,11.0,1.0,1.0,2.0,,8.0,1.0,,1.0,1.0,2.0,2.0,,1.0,,,,,,3.0,1.0,,1.0,,,,1.0,1.0,,,6.0,,,,,,,,1.0,1.0,1.0,,,,,3.0,2.0,3.0,,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,59,13,0,0,2018-04-21,281.0,39.0,22.0,43.0,43.0,1.0,,28.0,23.0,15.0,4.0,34.0,3.0,1.0,,,,3.0,1.0,,21.0,20.0,,2.0,,,,23.0,3.0,3.0,7.0,1.0,1.0,5.0,2.0,6.0,5.0,1.0,,1.0,2.0,,12.0,12.0,7.0,4.0,3.0,1.0,1.0,1.0,,4.0,8.0,,4.0,1.0,1.0,,,,,,1.0,,13.0,2.0,7.0,1.0,1.0,6.0,,1.0,5.0,,2.0,,1.0,3.0,,,,,3.0,3.0,1.0,2.0,2.0,,,,,1.0,,,6.0,1.0,2.0,,,3.0,,,2.0,,,,,,1.0,2.0,1.0,2.0,2.0,,1.0,,,,,,1.0,1.0,,,,,,,1.0,,3.0,2.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,30,16,0,0,2018-04-28,206.0,24.0,12.0,31.0,31.0,,,26.0,3.0,2.0,3.0,33.0,7.0,3.0,,3.0,2.0,5.0,1.0,,34.0,32.0,,2.0,,2.0,,8.0,,,6.0,,,2.0,1.0,3.0,3.0,,,,2.0,1.0,5.0,5.0,2.0,5.0,3.0,2.0,,,,4.0,1.0,,7.0,,,2.0,1.0,,,,1.0,,9.0,1.0,5.0,3.0,,3.0,2.0,1.0,,,,,,1.0,,1.0,,,2.0,2.0,1.0,,,,,,3.0,,,,3.0,,1.0,,,1.0,,,,1.0,,,1.0,,2.0,1.0,3.0,,1.0,1.0,,,,,,,1.0,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,66,16,1,0,2018-05-05,229.0,35.0,20.0,50.0,50.0,,,28.0,2.0,2.0,2.0,31.0,5.0,2.0,4.0,1.0,,6.0,3.0,,15.0,14.0,,2.0,,1.0,,19.0,1.0,,1.0,,,3.0,2.0,6.0,6.0,,1.0,1.0,2.0,,1.0,,9.0,2.0,,,,,,5.0,5.0,,3.0,,,2.0,1.0,,,,2.0,1.0,14.0,,1.0,3.0,,15.0,3.0,,,,4.0,1.0,2.0,1.0,,2.0,,,1.0,1.0,,1.0,2.0,,1.0,,1.0,2.0,,,1.0,,,,,1.0,,1.0,,1.0,1.0,,1.0,,,8.0,3.0,1.0,1.0,,,,,,,,1.0,,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,50,115,0,0,2018-05-12,365.0,69.0,41.0,44.0,44.0,2.0,,35.0,16.0,9.0,3.0,50.0,10.0,12.0,1.0,,1.0,11.0,8.0,,15.0,15.0,3.0,2.0,,,,26.0,1.0,1.0,8.0,3.0,5.0,7.0,6.0,6.0,6.0,,1.0,,1.0,1.0,4.0,4.0,13.0,7.0,11.0,,,,,10.0,3.0,,4.0,2.0,1.0,3.0,2.0,,,,,1.0,10.0,,1.0,2.0,,4.0,,9.0,,,4.0,2.0,1.0,,,,,,5.0,1.0,,2.0,,,,,1.0,,,,4.0,,1.0,,,3.0,1.0,,,2.0,,,,,,3.0,5.0,,,,2.0,,,,1.0,,1.0,2.0,,3.0,,,,,1.0,,3.0,,,,,2.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,4.0,,1.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,65,48,0,0,2018-05-19,284.0,48.0,36.0,52.0,52.0,5.0,2.0,35.0,10.0,7.0,1.0,33.0,9.0,4.0,,,1.0,13.0,1.0,,11.0,8.0,2.0,1.0,,,,8.0,1.0,,6.0,3.0,,5.0,3.0,14.0,14.0,1.0,,2.0,3.0,1.0,4.0,1.0,11.0,1.0,1.0,1.0,1.0,,,5.0,3.0,,6.0,1.0,,4.0,1.0,,,,1.0,,4.0,,3.0,5.0,,7.0,3.0,,1.0,1.0,,,,,,,,,1.0,5.0,2.0,6.0,,,,1.0,1.0,1.0,,,3.0,,2.0,,,2.0,,,,3.0,1.0,,,,,2.0,5.0,,1.0,1.0,,,,,,,,1.0,,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,37,28,0,0,2018-05-26,212.0,38.0,19.0,48.0,48.0,,,21.0,4.0,3.0,1.0,26.0,7.0,1.0,,,,1.0,3.0,,15.0,15.0,1.0,,,2.0,,9.0,,,4.0,2.0,,3.0,1.0,9.0,8.0,,2.0,,2.0,,,,3.0,9.0,4.0,3.0,,,,8.0,1.0,,6.0,,,1.0,,,,,,1.0,7.0,,5.0,2.0,,5.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,3.0,1.0,,1.0,,,,,,,,,1.0,,2.0,3.0,,,,,1.0,2.0,,,,,,1.0,6.0,2.0,,1.0,,,,,,,,3.0,,1.0,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,51,46,0,0,2018-06-02,277.0,39.0,27.0,63.0,63.0,2.0,,60.0,6.0,2.0,2.0,30.0,8.0,,,,2.0,12.0,2.0,,9.0,9.0,3.0,,,1.0,,16.0,1.0,1.0,9.0,2.0,1.0,7.0,5.0,2.0,2.0,1.0,2.0,,5.0,2.0,4.0,4.0,12.0,5.0,1.0,,,,,4.0,10.0,1.0,14.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,8.0,1.0,7.0,2.0,3.0,4.0,1.0,,1.0,,1.0,,2.0,1.0,,,1.0,,2.0,4.0,1.0,2.0,1.0,,1.0,,3.0,1.0,,2.0,2.0,1.0,1.0,,,2.0,,2.0,2.0,1.0,1.0,,1.0,,1.0,,2.0,1.0,1.0,,,,,,,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
